Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
London Calling - Remastered,The Clash,classic rock,1979,134,80,65,-7,8,78,200,12,5,73,"London calling to the faraway towns
Now war is declared and battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls

London calling, now don't look to us
Phony Beatlemania has bitten the dust
London calling, see we ain't got no swing
'Cept for the ring of that truncheon thing

The ice age is coming, the sun is zooming in
Meltdown expected, the wheat is growing thin
Engines stop running, but I have no fear
'Cause London is drowning and I live by the river

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Night Boat to Cairo,Madness,dance rock,1979,156,97,31,-5,7,60,211,12,4,34,"Night Boat To Cairo

It's just gone noon
Half past monsoon
On the banks of the River Nile
Here comes the boat
Only half-afloat
Oarsman grins a toothless smile

Only just one more
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Goodbye Stranger - 2010 Remastered,Supertramp,album rock,1979,125,67,42,-7,6,34,351,61,5,66,"It was an early morning yesterday
I was up before the dawn
And I really have enjoyed my stay
But I must be moving on
Like a king without a castle, like a queen without a throne
I'm an early morning lover and I must be moving on

Now I believe in what you say
Is the undisputed truth
But I have to have things my own way
To keep me in my youth
Like a ship without an anchor, like a slave without a chain
Just the thought of those sweet ladies sends a shiver through my veins
And I will go on shining, shining like brand new
I'll never look behind me, my troubles will be few

Goodbye stranger, it's been nice
Hope you'll find your paradise
Tried to see your point of view
Hope your dreams will all come true
Goodbye, Mary, goodbye, Jane
Will we ever meet again?
Feel no sorrow, feel no shame
Come tomorrow, feel no pain

Sweet devotion (Goodbye, Mary)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Don't Bring Me Down,Electric Light Orchestra,album rock,1979,116,87,64,-6,8,81,243,14,3,70,"You got me runnin', goin' out of my mind
You got me thinkin' that I'm wastin' my time
Don't bring me down
No, no, no, no, no, ooh-ooh-hoo

I'll tell you once more before I get off the floor
Don't bring me down

You wanna stay out with your fancy friends
I'm tellin' you it's got to be the end
Don't bring me down
No, no, no, no, no, ooh-ooh-hoo

I'll tell you once more before I get off the floor
Don't bring me down

Don't bring me down
Grooss
Don't bring me down
Grooss
Don't bring me down
Grooss
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Tragedy,Bee Gees,adult standards,1979,118,53,67,-11,30,81,303,9,3,64,"Here I lie, in a lost and lonely part of town
Held in time, in a world of tears I slowly drown
Goin' home, I just can't make it all alone

I really should be holding you, holding you
Loving you, loving you

Tragedy
When the feeling's gone and you can't go on
It's tragedy
When the morning cries and you don't know why
It's hard to bear
With no-one to love you, you're goin' nowhere

Tragedy
When you lose control and you got no soul
It's tragedy
When the morning cries and you don't know why
It's hard to bear
With no-one beside you, you're goin' nowhere

Night and day, there's a burning down inside of me
Oh, oh
Burning love, with a yearning that won't let me be
Down I go and I just can't take it all alone

I really should be holding you, holding you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Off the Wall,Michael Jackson,pop,1979,119,60,83,-14,8,92,246,18,6,62,"When the world is on your shoulder
Gotta straighten up your act and boogie down
If you can't hang with the feeling
Then there ain't no room for you, this part of town
'Cause we're the party people, night and day
Livin' crazy, that's the only way

So tonight
Gotta leave that nine to five upon the shelf
An' just enjoy yourself
Groove
Let the madness in the music get to you
Life ain't so bad at all
If you live it off the wall

Life ain't so bad at all
Live your life off the wall
(Live your life off the wall)
Live it off the wall

You can shout out all you want to
'Cause there ain't no sin an' folks all gettin' loud
If you take the chance an' do it
Then there ain't no one who's gonna put you down
'Cause we're the party people, night an' day
Livin' crazy that's the only way

So tonight
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Worker,Fischer-Z,dutch rock,1979,82,52,48,-16,12,90,215,2,3,44,"The hated journey on the train,
Always been the same,
Looking out windows,
Second class and second best,
What a waste of time,
Sleep for five stops in a row,
Prepare yourself to go,
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sure Know Something,KISS,album rock,1979,115,73,71,-6,13,93,242,28,3,52,"I've been up and down, I've been all around
I was mystified, almost terrified
But late at night I still hear you
Call my name

I've been on my own, I've been all alone
I was hypnotized, I felt paralyzed
You broke my heart and I still can feel the pain
(Feel the pain)

I've been a gambler, but I'm nobody's fool
And I sure know something
Sure know something
You showed me things they never taught me in school
And I sure know something
Sure know something
No one can make me feel the way that you do
And I sure know something, a-ha

I was seventeen, you were just a dream
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Relight My Fire - Single Version,Dan Hartman,disco,1979,120,66,79,-11,33,87,226,1,4,52,"Help me escape this feelin' of insecurity
I need you so much but I don't think you really need me
But if we all stand up in the name of love
And state the case of what we're dreamin' of
I've got to say I only dream of you
But like a thief in the night
You took away the love that I knew

Relight my fire (well)
Your love is my only desire
Relight my fire
Cause I need your love

Turn back the times 'til the days when our love was new
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Weekend Love,Golden Earring,album rock,1979,167,74,49,-6,11,46,255,28,4,44,"The sooner it will be the better
Gonna have to see her right away
It's been a long time since the day I met her
I can't handle being without her one more day
Gonna get the feeling that I'm going insane
Feel so stupid using these old cliches
You better hurry up baby, I ain't lying
We're down to nothing but a waste of time
Still remember everything she said
Make no promises, make no debts
All I want is just a one day weekend love
She sips her wine without a flinching
(She sips her wine without a flinching)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,1979,106,68,63,-6,85,70,197,16,4,70,"Girl, I've known you very well
I've seen you growing every day
I never really looked before
But now you take my breath away

Suddenly you're in my life
A part of everything I do
You got me workin' day and night
Just tryin' to keep a hold on you

Here in your arms I found my paradise
My only chance for happiness
And if I lose you now, I think I would die
Oh, say you'll always be my baby, we can make it shine
We can take forever, just a minute at a time

More than a woman
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Rock with You - Single Version,Michael Jackson,pop,1979,114,54,81,-13,16,85,221,18,4,73,"Girl, close your eyes
Let that rhythm get into you
Don't try to fight it
There ain't nothing that you can do
Relax your mind
Lay back and groove with mine

You gotta feel that heat
And we can ride the boogie
Share that beat of love

I want to rock with you (all night)
Dance you into day (sunlight)
I want to rock with you (all night)
Rock the night away

Out on the floor
There ain't nobody there but us
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Weekend,Earth & Fire,classic uk pop,1979,122,57,87,-11,13,56,215,37,4,49,"Sunday and it's so hard to say goodbye
I don't know what to do
Passing the days without you
Friday night when I'll see you again
You'll make a fool out of me
I don't wanna be your lover for the weekend
Sometimes when I'm looking at your face
There's something in your eyes that makes me realize
We've got no chance if we're going on this way
You mean such a lot to me
I don't wanna be your lover for the weekend

Love in a woman's heart
I wanna have the whole and not a part
It's strange that this feeling grows more and more
'Cause I've never loved someone like you before

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Dancin' Fool,Frank Zappa,album rock,1979,133,64,55,-9,52,55,223,41,15,40,"One, two, three, four

I don't know much about dancin'
That's why I got this song
One of my legs is shorter than the other
And both my feet's too long
'Course now right along with 'em
I got no natural rhythm
But I go dancin' every night
Hopin' one day I might get it right

I'm a dancin' fool (dancin' fool)
Dancin' fool
Dancin' fool (dancin' fool)
Dancin' fool

I hear that beat, I jump outa my seat
But I can't compete, 'cause I'm a

Dancin' fool (dancin' fool)
Dancin' fool

The disco folks all dressed up
Like they's fit to kill
I walk on in and see 'em there
I walk on in and see 'em there
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
We Belong to the Night,Ellen Foley,pop,1979,101,75,36,-9,23,42,321,0,4,40,"The burning sun hangs over the city
You and me baby, we don't feel nothing at all
From nine to five we're lost
This life ain't so pretty
But when the sun goes down
We know that we can stay and talk

I just can't wait
For the night to come
Cause when the shadows cover the light
We're the only ones
Cause baby, we
We belong to the night
Yes, baby, we
We belong to the night
By day we just survive
But after dark, we come alive
Cause baby, we
We belong to the night
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sausolito Summernight - Digitally Remastered 2017,Diesel,basshall,1979,125,93,62,-6,27,55,306,6,11,39,"We left for Frisco in your Rambler
The radiator running dry
I've never been much of a gambler
And had a preference to fly

You said, ""Forget about the airline
Let's take the car and save the fare""
We blew a gasket on the Grapevine
And eighty dollars on repairs

All aboard (Sausalito summernight)
All aboard

Hot summer night in Sausalito
Can't stand the heat another mile
Let's drop a quarter in the meter
And hit the sidewalk for a while
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
A Forest - Remastered Version,The Cure,dance rock,1980,81,62,63,-11,10,42,355,34,6,53,"Come closer and see
See into the trees
Find the girl
While you can
Come closer and see
See into the dark
Just follow your eyes
Just follow your eyes

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Another One Bites The Dust - Remastered 2011,Queen,glam rock,1980,110,53,93,-6,16,76,215,11,16,74,"Are you ready, hey
Are you ready for this
Are you hanging on the edge of your seat
I need a break, ah
Are you ready, hey
Are you ready for this
Are you hangin' on the edge of your seat
I need a break, ah
Are you ready, hey
Are you ready for this
Are you hangin' on the edge of your seat
I need a break beat
Outta the doorway the bullets rip
Repeating to the sound of the beat, hey
Yo, a for the kids in the club that's ready to get bugged
Another one bites the dust
A for the dogs with the burners, that wanna blast off
Another one bites the dust
And for the kids on the blocks, shootin' at the crooked cops, blaow
Another one bites the dust
And another one gone, Wyclef, and another one gone, Dirty Cash
Another one bites the dust, Young Free, Freddie where you at?
Steve walks wearily down the street
With the brim pulled way down low
Some cat up in Brooklyn just got robbed with a Kangol
Are you ready, hey
Are you ready for this
Are you hanging on the edge of your seat
Out of the doorway, the bullets rip
Repeating to the sound of the beat, hey
My man got shot, and the block got hot
Another one bites the dust
Yo, hey I hear more shots, this is like Fort Knox kid
Another one bites the dust
Yo, hold your breath, and another one gone, hold your breath, and another gone
Hold your breath, another one bites the dust, yo, check it
If you're a soldier at ease
My military style is known to murder Nazi's, Brooklyn to Germany (ohhh, yeah)
My kamikaze will blow the U2, they hire Idi Amin in Timbuktu
Whether you indo, or do the Voodoo
You can't foresee this unless I bring the previews, yeah, yeah
Yo, it's the number one rappin' band, come on
Yo, this review will be critically acclaimed
Leave you in critical pain, clinically insane
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
