track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Lyrics
Thank You For Loving Me,Bon Jovi,spotify:track:577MNC3o3L0lNIzx9abqOk,0.385,0.342,2,-7.749,1,0.0285,0.416,0,0.119,0.131,132.864,308933,4,29.45207,15,1,"It's hard for me
To say the things
I wanna say some times
There's no one here
But you and me
And that broken old street light
Lock the doors and leave the world outside
All I've got to give to you
Are these five words when I
Thank you for loving me
For being my eyes I couldn't see
For parting my lips when I couldn't breathe
Thank you for loving me thank you for loving me
I never knew I had a dream
Until that dream was you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Hate To Say I Told You So,The Hives,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,4,35.39991,9,1,"Do what I want 'cause I can and if I don't
Because I wanna

Be ignored by the stiff and the bored
Because I'm gonna
Spit and retrieve 'cause I give and receive
Because I wanna
Gonna get through your head
What the mystery man said
Because I'm gonna

Hate to say I told you so, all right!
Come on!

...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Disconnect The Dots,of Montreal,spotify:track:3n4huoQz0VuJxM5ijcNYno,0.527,0.861,8,-6.554,0,0.0432,0.00611,0.784,0.113,0.875,136.989,265573,4,29.70212,14,0,"Come disconnect the dots with me poppet! Come disconnect the dots
Come disconnect the dots with me poppet! Come disconnect the dots
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Anthems For A Seventeen Year-Old Girl,Broken Social Scene,spotify:track:0VXp4zDspR993l2hIKW17g,0.466,0.446,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,275693,4,54.03246,8,0,"Used to be one of the rotten ones and I liked you for that
Used to be one of the rotten ones and I liked you for that
Used to be one of the rotten ones and I liked you for that

Now you're all gone, got your makeup on, and you're not coming back
Can't you come back?

Used to be one of the rotten ones and I liked you for that
Used to be one of the rotten ones and I liked you for that
Used to be one of the rotten ones and I liked you for that

Now you're all gone, got your makeup on, and you're not coming back
Bleaching your teeth, smiling flash, talking trash under your breath
Bleaching your teeth, smiling flash, talking trash under your breath
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Lost,Beautiful Sin,spotify:track:2DIAdMEOfWT8LDfCjBBdGb,0.372,0.922,7,-3.534,1,0.0485,0.000156,0.00036,0.26,0.361,90.039,291760,4,21.29234,15,0,"In a dream you came along and tugged me in the heat
Although warned by all my friends to stay away from that deceit
Trapped into a fateful web, my instinct couldn't tell
On my own with my decisions, decay into that spell

""If I know how to, then you go with me""
Both we touch the sky
""For the rest of your life I will follow you""
Both we can't deny

Lost... in a dream I follow
Lost... and I never return
Lost... what about tomorrow
High on emotions
Lost... in a waste land, lost
Lost... with a burning fever
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Save Room,John Legend,spotify:track:3sTc75CCyIw4FPs6cXkOe7,0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,235667,4,32.95114,11,1,"Say that you'll stay a little
Don't say bye bye tonight
Say you'll be mine
Just a little bit of love Is worth a moment of your time

Knocking on your door just a little
So cold outside tonight
Let's get a fire burning
Oh I know, I keep it burning right

If you stay, won't you stay - stay

Save room for my love
Save room for a moment to be with me
Save room for my love save a little
Save a little for me
Won't you save a little
Save a little for me - ohh

This just might hurt a little
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
"Can't Stop, Won't Stop",Young Gunz,spotify:track:1kgDlypHy9hCvCxeoCtd7X,0.855,0.788,6,-3.041,0,0.219,0.00709,0,0.358,0.809,99.992,262800,4,50.23889,12,1,"Sick sicker, remix
Okay, Young Gunnaz, okay
Seein' me, check
Big Face, that's right
Big Leo, right
Big bird, yeah holla

Can't stop, won't stop Chingy and the Gunnaz
'Cause we, we get down baby, we get down
The girls, the girls they love us
(Say what)
(Look she right there)
(Her man he right there)

Yup, It's only right that we make it a remix
Young Gunnaz, and Chingy just to give it a lil' twist
Next generation, you better stay focused
Youngaz before they time, man you already know this
Ball 'em, never call 'em, kick 'em out before their moment
It seem like once you done, they start drawlin'
You never have 'em, so you cuff 'em, when you grab him
I treat 'em all the same, even the bad ones

Go Magnum, rose gold chain, for show aim
Four four Magnum, tell C and P when they done better blast 'em
I be laid back, smokin' bags, playin' Madden
You know we tap 'em, middle room, bathroom
Living room, bathroom, sit at home cap 'em
You got it, It's nothin' I had 'em, you can have 'em
Seein' Neef we the streets, Gunnaz we the last one

Can't stop, won't stop Chingy and the Gunnaz
'Cause we, we get down baby, we get down
The girls, the girls they love us
(Say what)
(Look she right there)
(Her man he right there)

Can't stop, won't stop Chingy and the Gunnaz
'Cause we, we get down baby, we get down
The girls, the girls they love us
(Say what)
(Look she right there)
(Her man he right there)

...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
You Won't Be Lonely Now,Billy Ray Cyrus,spotify:track:1uVRIEqMTtnbcxZocYDJRH,0.369,0.528,1,-6.648,1,0.0285,0.307,0,0.229,0.336,153.898,232507,3,25.53503,13,1,"I know you've seen all your dreams turn to dust
I know your heart's been left in the rain to rust
But you wont be lonely now.
I see a long trail of tears in your eyes
Back to the day when the innocense died
But you wont be lonely now.

I wanna give you everything you need
I wanna show you
You wont be lonely
You wont be lonely now.

Holding you here like a rose in the dark
I make this promise to you from my heart
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
No Boundaries,Adam Lambert,spotify:track:5gDe25hSVQ69TNmq0PQFag,0.516,0.863,6,-2.957,1,0.0358,0.014,0,0.0923,0.268,141.963,227800,4,31.32222,12,1,"Seconds, hours, so many days
You know what you want, but how long can you wait
Every moment lasts forever when you feel you've lost your way
What if my chances are already gone
Started believing that I could be wrong
But you give me one good reason
To fight and never walk away

So here I am — still holding on!

With every step you climb another mountain
Every breath it's harder to believe
You'll make it through the pain
Weather the hurricanes
To get to that one thing

Just when you think the road is going nowhere
Just when you've almost gave up on your dreams
Then take it by the hand and show you that you can
There are no boundaries
There are no boundaries
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Three Wooden Crosses,Randy Travis,spotify:track:1S4fpfX2u0hzFD9vb6FEB6,0.523,0.501,1,-9.276,1,0.0366,0.459,0,0.0818,0.391,158.179,201267,4,37.75224,9,1,"A farmer and a teacher, a hooker and a preacher
Ridin' on a midnight bus bound for Mexico
One was headed for vacation, one for higher education
And two of them were searchin' for lost souls
That driver never ever saw the stop sign
An' eighteen wheelers can't stop on a dime

There are three wooden crosses on the right side of the highway
Why there's not four of them, Heaven only knows
I guess it's not what you take when you leave this world behind you
It's what you leave behind you when you go

...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
If You Love Me,Mint Condition,spotify:track:3VZMAx8GdrO73kvTZDD8rU,0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720,4,60.48282,16,1,"If you love me
Like you say you do why don't you show me
Just how much you do
If you love me unconditionally
Say that you'll always
Always be with me.

In my heart
There is a love
That's yearning for you
Let me know
If you feel the same
This yearning that I do
All I know is that I need a love
To give me what I need
Don't be afraid or hesistate
I'm trying to make you see
How it's gotta be

If you love me
Like you say you do why don't you show me
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Requiem for O.M.M. 2,of Montreal,spotify:track:2xR5BfKnTF7VHeJZLIZCxh,0.637,0.925,8,-5.418,0,0.0526,0.232,0.00286,0.134,0.842,129.957,138053,4,32.26754,9,0,"When I met you, I was just a kid
Hadn't built up my defenses.
So I gave my heart completely
Vaseline over the lenses.
Memories don't go away;I remember every day.

I never ever stop wondering
Wondering if you still think of us.
I don't need a photograph
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Hear Them,Helltrain,spotify:track:4CDTiBUGb9VBRahFP7cN7o,0.489,0.992,7,-3.172,1,0.091,0.000272,0,0.398,0.154,97.494,242546,4,67.83231,7,0,"Leave it out out of nowhere right?
I hear them bitchin' i just don't wanna fight
And i don't wanna go feelin'
That i just might leave it
And i'm one i'm two you're right
We're like a motorhead of speed we're up for fights
And we bring that feeling
Of that rock' n' roll dreaming

We're so close i can hear them breathing
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Face The Facts,Cro-Mags,spotify:track:7h2r2XGNqeDxAteKssarct,0.426,0.982,6,-4.717,0,0.0577,3.28e-05,0.866,0.0589,0.59,106.411,100728,4,44.65212,5,0,"You'd better face those facts
It's the blind leadin the blind
And there ain't no turning back
There's a rhythm to this madness
And I think it's gettin strange
I can feel it in the air it's time
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Rational Gaze,Meshuggah,spotify:track:5uqr3lCMWkyQx6yTvoMl4F,0.528,0.976,1,-5.157,1,0.0922,4.59e-05,0.0828,0.0944,0.243,133.01,304493,1,44.54685,11,0,"Squint your eyes to see clearly
Blur reality to make it real
Let focus go from your deceiving eyes
To know what's been concealed
We've all been blinded
Subjects to visual misinformation
A systematic denial of the crystalline
To see the fine grain
To read the hidden words
The context of parallel truth
Devoid of fragmentation

...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Monument,A Day To Remember,spotify:track:0EQJal8357aE0QAQsweEAN,0.436,0.936,5,-4.279,0,0.0637,0.000172,0,0.343,0.556,160.097,228013,4,78.96409,6,0,"It's Monday morning
And I would kill for a chance to drive
Get so far away from here, with you my dear
That I'll never leave your side

Nobody knows the troubles I've seen
In a van, on a soapbox for the world to see

Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them
Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them

We're getting older
I've started to fear for my life
Is this the way that it should be?
This whole thing's riding on me
It's been a long road so far
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Ordinary Day,Vanessa Carlton,spotify:track:6kcEeXcDca8oe9dlvYeGmI,0.371,0.666,0,-3.336,1,0.0301,0.244,0,0.151,0.449,185.476,238440,3,30.93041,12,1,"Just a day, just an ordinary day
Just trying to get by
Just a boy, just an ordinary boy, but
He was looking to the sky and
As he asked, if I would come along
I started to realize
That everyday he finds, just what he's lookin' for
Like a shooting star, he shines
And he said...

Take my hand, live while you can
Don't you see your dreams lie
Right in the palm of your hand?

And as he spoke, he spoke ordinary words
Although, they did not feel, no
For I felt what I had not felt before
And you'd swear those words could heal, and
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
Bad Day,Fuel,spotify:track:5z5ao3FAaVwHk1g7xuOBcB,0.291,0.735,9,-4.767,1,0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,195467,4,25.79189,10,1,"Had a bad day again
She said I would not understand
She left a note and said ""I'm sorry I
Had a bad day again""

She spilled her coffee, broke her shoelace
Smeared the lipstick on her face
Slammed the door and said ""I'm sorry I
Had a bad day again""

...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
New Soul,Yael Naim,spotify:track:476JcJ3TpAuCOlGdCmomGm,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4,47.56407,8,1,"Yael Naim ]
I'm a new soul, I came to this strange world*
Hoping I could learn a bit 'bout how to give and take
I'm a new soul, I came to this strange world
Hoping I could learn a bit 'bout how to give and take

BKS, Craig B., what's up? (It's the Best Kept Secret!)

They used to call me the future
A month later say, ""Fuck it, I'm growin' used to him""
See they use me
Then they the new me
Though I recite it like it Lucifer's loose leaf
But you ain't never pleased
Maybe you should leave
And find a new port/Newport
And I don't mean no loosies/Lucys
Nor Desi Arnaz
Though many aren't as poetic as this though
Many on-sites claim prophetic, they is
Professing they found one ready as this
So tell me I ain't shit
Go and embellish it a bit
But I never break a sweat
It takes effort to con-flict
So if they better than the kid
...

******* This Lyrics is NOT for Commercial use *******
(1409623229973)"
